Comedy,12770
Drama,12524
Action,6283
Crime,3431
Adventure,2384
Horror,1983
Biography,961
Animation,706
Western,550
Thriller,528
Romance,358
Family,343
Mystery,336
Fantasy,250
Musical,240
Sci-Fi,214
War,83
Music,44
History,34
Film-Noir,27
Adult,2
Sport,1
Documentary,1
